oferta,precio,mts,bathrooms,recamaras,lat,lon,fuente,fecha_consulta,municipio,precio_m2
casa en venta ferrocarrilera mazatlan sinaloa a 3 cuadras del malecon,5000000.0,253.0,3.0,3.0,23.2165691,-106.41866,easybroker,2024-09-02 12:27:21.140990,mazatlan,19762.845849802372
departamentos en venta oceanna mazatlan sinaloa,3809000.0,61.5,2.0,2.0,23.284754547,-106.469877978,easybroker,2024-09-02 12:27:21.140990,mazatlan,61934.9593495935
departamentos en venta punto laguna mazatlan sinaloa,4783197.0,106.53,2.0,2.0,23.2378953,-106.4387469,easybroker,2024-09-02 12:27:21.140990,mazatlan,44900.0
casas preventa coto munich mazatlan sinaloa desde 1698500 realte rg1,1698500.0,,,,23.2599456,-106.3988938,easybroker,2024-09-02 12:27:21.140990,mazatlan,
departamento preventa pedregal condos mazatlan sinaloa desde 2866000 taninz rg,2866000.0,106.13,2.0,2.0,23.1936724,-106.417295,easybroker,2024-09-02 12:27:21.140990,mazatlan,27004.616979176484
casas preventa barcelona mazatlan sinaloa desde 10484943  realte rg1,10484943.0,480.27,,,23.2634439725,-106.4602019054,easybroker,2024-09-02 12:27:21.140990,mazatlan,21831.351114997815
departamento en venta en torre cataluna,2720000.0,,2.0,2.0,23.2771068555,-106.4645254591,easybroker,2024-09-02 12:27:21.140990,mazatlan,
departamento en venta en peninsula mazatlan tipo g,17125200.0,237.85,3.0,4.0,23.2990346,-106.4817476,easybroker,2024-09-02 12:27:21.140990,mazatlan,72000.0
departamento en venta en peninsula mazatlan tipo f,6156000.0,85.5,,2.0,23.2990346,-106.4817476,easybroker,2024-09-02 12:27:21.140990,mazatlan,72000.0
departamento en venta en peninsula mazatlan tipo e,8087760.0,112.33,2.0,2.0,23.2990346,-106.4817476,easybroker,2024-09-02 12:27:21.140990,mazatlan,72000.0
departamento en venta en peninsula mazatlan tipo d,11458080.0,159.14,3.0,3.0,23.2990346,-106.4817476,easybroker,2024-09-02 12:27:21.140990,mazatlan,72000.0
departamento en venta en peninsula mazatlan tipo c,9793440.0,136.02,3.0,3.0,23.2990346,-106.4817476,easybroker,2024-09-02 12:27:21.140990,mazatlan,72000.0
departamento en venta en peninsula mazatlan tipo b,7017120.0,97.46,2.0,2.0,23.2990346,-106.4817476,easybroker,2024-09-02 12:27:21.140990,mazatlan,72000.0
departamento en venta en peninsula mazatlan tipo a,17217360.0,239.13,3.0,4.0,23.2990346,-106.4817476,easybroker,2024-09-02 12:27:21.140990,mazatlan,72000.0
casa en venta estrella del mar campo de golf,12850000.0,399.0,5.0,4.0,23.1151015546,-106.3112640381,easybroker,2024-09-02 12:27:21.140990,mazatlan,32205.513784461153
casa en venta estrella del mar,11500000.0,315.0,3.0,4.0,23.1168382241,-106.3133239746,easybroker,2024-09-02 12:27:21.140990,mazatlan,36507.93650793651
venta casa col. nuevo milenio es para invertir,680000.0,140.0,2.0,2.0,23.2782796,-106.3945818,easybroker,2024-09-02 12:27:21.140990,mazatlan,4857.142857142857
departamento en venta en vista hermosa 285 con vista al mar,3825000.0,87.0,2.0,2.0,23.2003148991,-106.4279562285,easybroker,2024-09-02 12:27:21.140990,mazatlan,43965.51724137931
laguna bluu habitat,3500000.0,73.0,2.0,2.0,23.2873168196,-106.4412546158,easybroker,2024-09-02 12:27:21.140990,mazatlan,47945.20547945205
departamento amueblado en renta en mazatlan sinaloa,4527000.0,90.0,2.0,2.0,23.2216585,-106.4207116,easybroker,2024-09-02 12:27:21.140990,mazatlan,50300.0
venta casa col. juarez excelente zona de mazatlan,1475000.0,216.0,2.0,4.0,23.2295157382,-106.4048193922,easybroker,2024-09-02 12:27:21.140990,mazatlan,6828.7037037037035
1991  reino de murcia,6912669.68,602.0,,,23.26852239,-106.4504599571,easybroker,2024-09-02 12:27:21.140990,mazatlan,11482.84
casas venta cerritos rancho residencial mazatlan sinaloa 2590000 anainz rg1,2590000.0,85.0,,2.0,23.2990776,-106.4836574,easybroker,2024-09-02 12:27:21.140990,mazatlan,30470.58823529412
casa en venta en sierra venados,4950000.0,325.0,3.0,5.0,23.249383,-106.4424424,easybroker,2024-09-02 12:27:21.140990,mazatlan,15230.76923076923
departamentos en venta en sabalo country amatista mazatlan sinaloa,2324528.0,56.71,,,23.2631137,-106.4608453,easybroker,2024-09-02 12:27:21.140990,mazatlan,40989.73725974255
1986 reino de murcia,6200733.6,540.0,,,23.2684632529,-106.4515006542,easybroker,2024-09-02 12:27:21.140990,mazatlan,11482.84
1988 reino de murcia,6202693.601999999,540.17,,,23.2687490822,-106.4512431622,easybroker,2024-09-02 12:27:21.140990,mazatlan,11482.85466056982
1990 reino de murcia,6524549.687999999,568.2,,,23.2687293699,-106.4511680603,easybroker,2024-09-02 12:27:21.140990,mazatlan,11482.839999999998
1992 reino de murcia,7078359.141999999,616.43,,,23.2684829653,-106.4512592554,easybroker,2024-09-02 12:27:21.140990,mazatlan,11482.827153123631
1993 reino de murcia,7216054.231999999,628.42,,,23.2687589384,-106.4511305094,easybroker,2024-09-02 12:27:21.140990,mazatlan,11482.85260176315
1985 reino de murcia,5925145.4399999995,516.0,,,23.2681774229,-106.4507067204,easybroker,2024-09-02 12:27:21.140990,mazatlan,11482.839999999998
malecon vigia sky tower,6526000.0,67.0,,2.0,23.2309354373,-106.4323282242,easybroker,2024-09-02 12:27:21.140990,mazatlan,97402.98507462686
1987 reino de murcia,7337990.113999999,639.04,,,23.2681084294,-106.4507710934,easybroker,2024-09-02 12:27:21.140990,mazatlan,11482.833803830745
1989 reino de murcia,5925145.4399999995,516.0,,,23.2683745471,-106.450599432,easybroker,2024-09-02 12:27:21.140990,mazatlan,11482.839999999998
preventa de deptos en mazatlan,4401000.0,66.0,,,23.2507986933,-106.4418292679,easybroker,2024-09-02 12:27:21.140990,mazatlan,66681.81818181818
departamento en venta a pie de playa en marina del sol,5500000.0,101.7,2.0,2.0,23.2758157715,-106.4667892328,easybroker,2024-09-02 12:27:21.140990,mazatlan,54080.62930186824
cristal bay beach tower malecon,7950000.0,120.0,2.0,2.0,23.2273616,-106.4288318,easybroker,2024-09-02 12:27:21.140990,mazatlan,66250.0
la calma marina mazatlan,7100000.0,180.0,2.0,3.0,23.273026593,-106.4526057243,easybroker,2024-09-02 12:27:21.140990,mazatlan,39444.444444444445
casa en pre venta fraccionamiento el cid privada barcelona mazatlan,10484943.0,300.0,4.0,4.0,23.2570241,-106.4505854,easybroker,2024-09-02 12:27:21.140990,mazatlan,34949.81
departamentos en venta en sanchez celis,1750000.0,85.0,2.0,2.0,23.2423194,-106.4291539,easybroker,2024-09-02 12:27:21.140990,mazatlan,20588.235294117647
casa en venta en av. el delfin,66000000.0,996.64,11.0,10.0,23.3543033447,-106.5002705902,easybroker,2024-09-02 12:27:21.140990,mazatlan,66222.5076256221
casa en venta en arroyos de la marina,7400000.0,482.0,4.0,5.0,23.2854087,-106.4527898,easybroker,2024-09-02 12:27:21.140990,mazatlan,15352.697095435684
1780 vivar del cid,8334463.049999999,561.3,,,23.264530573,-106.4531207085,easybroker,2024-09-02 12:27:21.140990,mazatlan,14848.5
casa en venta  residencial el cid,13900000.0,304.0,3.0,3.0,23.2435759,-106.4208213,easybroker,2024-09-02 12:27:21.140990,mazatlan,45723.68421052631
el canon residencial,112000.0,140.0,,,23.3177623,-106.3868538,easybroker,2024-09-02 12:27:21.140990,mazatlan,800.0
departamentos en venta playa norte mazatlan sinaloa,5225000.0,97.0,2.0,2.0,23.2086754,-106.4228554,easybroker,2024-09-02 12:27:21.140990,mazatlan,53865.9793814433
peninsula mazatlan,6500000.0,85.0,2.0,2.0,23.2990346,-106.4817476,easybroker,2024-09-02 12:27:21.140990,mazatlan,76470.58823529411
torre pacific pearl,5500000.0,117.0,2.0,2.0,23.2209964,-106.4233945,easybroker,2024-09-02 12:27:21.140990,mazatlan,47008.54700854701
talisman aguamarina,3800000.0,66.0,,,23.2209964,-106.4233945,easybroker,2024-09-02 12:27:21.140990,mazatlan,57575.757575757576
la vida en el cielo de akoya,6436521.0,104.0,2.0,2.0,23.2368952,-106.4416236,easybroker,2024-09-02 12:27:21.140990,mazatlan,61889.625
departamento en venta  en punto laguna towers mall  hotel,3553494.0,90.21,2.0,2.0,23.2374323397,-106.437757776,easybroker,2024-09-02 12:27:21.140990,mazatlan,39391.35350848021
departamentos venta marina cerritos mazatlan 2790000 anainz rg1,2790000.0,46.0,,,23.2912082,-106.4700463,easybroker,2024-09-02 12:27:21.140990,mazatlan,60652.17391304348
departamento en venta pacifika mazatlan sinaloa,5500000.0,138.57,2.0,2.0,23.2757104,-106.4575751,easybroker,2024-09-02 12:27:21.140990,mazatlan,39691.13083640038
nereo the black tower malecon,3105000.0,50.0,,,23.2348231,-106.4379433,easybroker,2024-09-02 12:27:21.140990,mazatlan,62100.0
playa norte condominios,2450000.0,44.0,,,23.2243889214,-106.4255905151,easybroker,2024-09-02 12:27:21.140990,mazatlan,55681.818181818184
departamento en venta  en marina mazatlan campo de golf,3840000.0,89.58,2.0,2.0,23.2786246024,-106.4588123471,easybroker,2024-09-02 12:27:21.140990,mazatlan,42866.71131949096
casas en venta  en marina mazatlan campo de golf,5980000.0,221.0,2.0,3.0,23.2786738796,-106.4587749213,easybroker,2024-09-02 12:27:21.140990,mazatlan,27058.823529411766
departamentos venta  torre naviamzt,2700000.0,94.01,,,23.2716689,-106.4597284,easybroker,2024-09-02 12:27:21.140990,mazatlan,28720.34889905329
venta penthouse mazatlntorre navia,3950000.0,,,,23.2716689,-106.4597284,easybroker,2024-09-02 12:27:21.140990,mazatlan,
venta departamento de playa desarrollos lafher mazatln   culiacan,2299000.0,,2.0,2.0,23.3001232,-106.4777984,easybroker,2024-09-02 12:27:21.140990,mazatlan,
proyecto en construccion de casa en venta en fraccionamiento  soles,7000000.0,250.0,2.0,3.0,23.3010776,-106.4816574,easybroker,2024-09-02 12:27:21.140990,mazatlan,28000.0
boca de mar paseo claussen,6050000.0,105.0,2.0,2.0,23.206339,-106.4284836,easybroker,2024-09-02 12:27:21.140990,mazatlan,57619.04761904762
condominios litoral con vista al mar,4890000.0,70.0,,,23.206339,-106.4284836,easybroker,2024-09-02 12:27:21.140990,mazatlan,69857.14285714286
loft en preventa barak lofts en mazatlan sinaloa  nivel 3,3575000.0,84.0,2.0,2.0,23.2463739691,-106.4518761635,easybroker,2024-09-02 12:27:21.140990,mazatlan,42559.52380952381
casa para entrega inmediata en sonterra residencial,5250000.0,240.0,4.0,4.0,23.3009945789,-106.4358472903,easybroker,2024-09-02 12:27:21.140990,mazatlan,21875.0
the grand o living sobre el malecon,7500000.0,131.0,2.0,2.0,23.2356653,-106.439409,easybroker,2024-09-02 12:27:21.140990,mazatlan,57251.908396946565
departamento en venta salmon mazatlan sinaloa,3750000.0,116.68,2.0,2.0,23.2654136,-106.4635629,easybroker,2024-09-02 12:27:21.140990,mazatlan,32139.184093246484
casa en venta neovita residencial a 2 minutos de marina,4100000.0,163.0,2.0,3.0,23.2823682,-106.4308853,easybroker,2024-09-02 12:27:21.140990,mazatlan,25153.374233128834
akoya sky living,5694186.0,,,,23.2368952,-106.4416236,easybroker,2024-09-02 12:27:21.140990,mazatlan,
torre tres h,6056656.0,,,,23.2232332,-106.4247832,easybroker,2024-09-02 12:27:21.140990,mazatlan,
vigia sky tower,4032000.0,,,,23.2304073,-106.43234,easybroker,2024-09-02 12:27:21.140990,mazatlan,
stelarhe condominios,6800000.0,,,,23.2145368,-106.4210991,easybroker,2024-09-02 12:27:21.140990,mazatlan,
condominios litoral ocean,4890000.0,,,,23.206339,-106.4284836,easybroker,2024-09-02 12:27:21.140990,mazatlan,
boca de mar una torre,6300000.0,,,,23.2325328,-106.434951,easybroker,2024-09-02 12:27:21.140990,mazatlan,
departamento en venta en torre eme.,8000000.0,,2.0,2.0,23.2183102,-106.4220725,easybroker,2024-09-02 12:27:21.140990,mazatlan,
departamentos en marina campo de golf,4100000.0,86.0,2.0,2.0,23.2815448,-106.4563298,easybroker,2024-09-02 12:27:21.140990,mazatlan,47674.41860465116
departamento en preventa en marina mazatlan  con muelle para yate  nivel 3 tc,5224500.0,99.0,2.0,2.0,23.2745443864,-106.461809563,easybroker,2024-09-02 12:27:21.140990,mazatlan,52772.72727272727
