oferta,recamaras,bathrooms,mts,lat,lon,fecha_consulta,fuente,precio,precio_m2
departamento en venta en sabalo cerritos,2,2,97.0,23.29332085,-106.46940267,2024-09-02 13:00:56.917298,lamudi,5657000.0,58319.58762886598
departamento en venta en sabalo cerritos,2,2,132.0,23.299155,-106.481505,2024-09-02 13:00:56.917298,lamudi,6693792.0,50710.545454545456
casa en venta en marina mazatlan,3,3,300.0,23.271669,-106.459728,2024-09-02 13:00:56.917298,lamudi,9000000.0,30000.0
departamento en venta en centro,3,2,93.0,23.197701,-106.426035,2024-09-02 13:00:56.917298,lamudi,6496591.0,69855.81720430107
departamento en venta en centro,1,1,57.0,23.197701,-106.426035,2024-09-02 13:00:56.917298,lamudi,4295000.0,75350.87719298246
departamento en venta en ferrocarrilera,3,3,405.0,23.218056,-106.421943,2024-09-02 13:00:56.917298,lamudi,30000000.0,74074.07407407407
casa en venta en real del valle,3,2,178.0,23.285931,-106.426334,2024-09-02 13:00:56.917298,lamudi,3350000.0,18820.224719101123
departamento en venta en telleria,,,,23.228183,-106.430053,2024-09-02 13:00:56.917298,lamudi,3300000.0,
departamento en venta en playa sur,2,2,91.0,23.196042,-106.420742,2024-09-02 13:00:56.917298,lamudi,3250000.0,35714.28571428572
departamento en venta en ciudad de mazatlan,2,2,93.0,23.335536,-106.486116,2024-09-02 13:00:56.917298,lamudi,5580670.0,60007.20430107527
departamento en venta en marina mazatlan,2,2,100.0,23.271669,-106.459728,2024-09-02 13:00:56.917298,lamudi,5313300.0,53133.0
departamento en venta en ferrocarrilera,1,1,50.0,23.215711,-106.421359,2024-09-02 13:00:56.917298,lamudi,3039300.0,60786.0
departamento en venta en ferrocarrilera,4,4,238.0,23.215711,-106.421359,2024-09-02 13:00:56.917298,lamudi,16777600.0,70494.11764705883
departamento en venta en ferrocarrilera,2,2,110.0,23.215711,-106.421359,2024-09-02 13:00:56.917298,lamudi,6580500.0,59822.72727272727
departamento en venta en ferrocarrilera,2,2,110.0,23.215711,-106.421359,2024-09-02 13:00:56.917298,lamudi,7436500.0,67604.54545454546
departamento en venta en telleria,2,2,72.0,23.231974,-106.434799,2024-09-02 13:00:56.917298,lamudi,4559000.0,63319.444444444445
departamento en venta en ferrocarrilera,2,2,90.0,23.221023,-106.420546,2024-09-02 13:00:56.917298,lamudi,3433374.0,38148.6
casa en venta en mazatlan,2,2,110.0,23.296231,-106.434812,2024-09-02 13:00:56.917298,lamudi,3422000.0,31109.090909090908
departamento en venta en ciudad de mazatlan,2,2,128.0,23.304866,-106.490284,2024-09-02 13:00:56.917298,lamudi,6656000.0,52000.0
casa en venta en rincon de las palmas,3,2,202.0,23.280089,-106.438415,2024-09-02 13:00:56.917298,lamudi,4600000.0,22772.27722772277
departamento en venta en marina mazatlan,3,3,162.0,23.269446,-106.452461,2024-09-02 13:00:56.917298,lamudi,5456724.76,33683.486172839504
casa en venta en ciudad de mazatlan,3,2,232.0,23.297071,-106.430743,2024-09-02 13:00:56.917298,lamudi,4935000.0,21271.55172413793
departamento en venta en ciudad de mazatlan,3,2,134.0,23.283434,-106.445092,2024-09-02 13:00:56.917298,lamudi,5359697.0,39997.73880597015
departamento en venta en sabalo country club,2,2,70.0,23.262684,-106.462673,2024-09-02 13:00:56.917298,lamudi,3559680.0,50852.57142857143
departamento en venta en sabalo country club,2,2,81.0,23.262684,-106.462673,2024-09-02 13:00:56.917298,lamudi,3989380.0,49251.60493827161
departamento en venta en cerritos al mar,2,2,88.0,23.321898,-106.479317,2024-09-02 13:00:56.917298,lamudi,5435433.0,61766.28409090909
departamento en venta en cerritos al mar,2,2,90.0,23.321898,-106.479317,2024-09-02 13:00:56.917298,lamudi,9067458.0,100749.53333333334
departamento en venta en cerritos al mar,2,2,90.0,23.321898,-106.479317,2024-09-02 13:00:56.917298,lamudi,8470166.0,94112.95555555556
casa en venta en rincon de las palmas,3,2,184.0,23.280089,-106.438415,2024-09-02 13:00:56.917298,lamudi,4350000.0,23641.304347826088
departamento en venta en telleria,3,3,139.0,23.231974,-106.434799,2024-09-02 13:00:56.917298,lamudi,10557376.0,75952.34532374101
casa en venta en cerritos resort,3,3,185.0,23.306722,-106.477901,2024-09-02 13:00:56.917298,lamudi,4300000.0,23243.243243243243
casa en venta en el cid,3,3,300.0,23.255278,-106.450894,2024-09-02 13:00:56.917298,lamudi,12499000.0,41663.333333333336
departamento en venta en sabalo country club,1,1,48.0,23.258792,-106.459293,2024-09-02 13:00:56.917298,lamudi,2322000.0,48375.0
casa en venta en marina mazatlan,2,2,123.0,23.296697,-106.434527,2024-09-02 13:00:56.917298,lamudi,3850000.0,31300.81300813008
casa en venta en los pinos,2,2,113.0,23.206622,-106.427889,2024-09-02 13:00:56.917298,lamudi,6125220.0,54205.486725663715
departamento en venta en jardines del bosque,2,2,64.0,23.272786,-106.413496,2024-09-02 13:00:56.917298,lamudi,2280000.0,35625.0
casa en venta en marina mazatlan,3,3,222.0,23.283884,-106.444322,2024-09-02 13:00:56.917298,lamudi,5675900.0,25567.117117117115
casa en venta en marina mazatlan,3,3,149.0,23.27296,-106.447259,2024-09-02 13:00:56.917298,lamudi,5800000.0,38926.17449664429
departamento en venta en telleria,1,1,93.0,23.231974,-106.434799,2024-09-02 13:00:56.917298,lamudi,5719500.0,61500.0
departamento en venta en sabalo cerritos,2,1,67.0,23.3024,-106.47899,2024-09-02 13:00:56.917298,lamudi,3479000.0,51925.37313432836
departamento en venta en telleria,3,3,167.0,23.231974,-106.434799,2024-09-02 13:00:56.917298,lamudi,10708480.0,64122.63473053892
departamento en venta en telleria,2,1,109.0,23.231974,-106.434799,2024-09-02 13:00:56.917298,lamudi,6927480.0,63554.8623853211
departamento en venta en sabalo country club,2,2,83.0,23.262684,-106.462673,2024-09-02 13:00:56.917298,lamudi,4538375.0,54679.21686746988
departamento en venta en marina mazatlan,2,1,103.0,23.269669,-106.461728,2024-09-02 13:00:56.917298,lamudi,6168938.0,59892.601941747576
departamento en venta en lopez mateos,2,2,104.0,23.23928,-106.426351,2024-09-02 13:00:56.917298,lamudi,2799000.0,26913.46153846154
departamento en venta en lopez mateos,2,2,83.0,23.23928,-106.426351,2024-09-02 13:00:56.917298,lamudi,2622000.0,31590.36144578313
departamento en venta en lopez mateos,2,2,81.0,23.23928,-106.426351,2024-09-02 13:00:56.917298,lamudi,2479000.0,30604.938271604937
casa en venta en el cid,5,5,593.0,23.255278,-106.450894,2024-09-02 13:00:56.917298,lamudi,13000000.0,21922.428330522765
departamento en venta en cerritos resort,2,2,,23.3067216,-106.4779007,2024-09-02 13:00:56.917298,lamudi,2500000.0,
departamento en venta en sabalo country club,2,2,155.0,23.259742,-106.459147,2024-09-02 13:00:56.917298,lamudi,4284500.0,27641.935483870966
departamento en venta en marina mazatlan,4,4,206.0,23.270913,-106.456722,2024-09-02 13:00:56.917298,lamudi,9880000.0,47961.16504854369
departamento en venta en cerritos resort,2,2,118.0,23.277703,-106.4678732,2024-09-02 13:00:56.917298,lamudi,7395000.0,62669.49152542373
casa en venta en marina mazatlan,4,4,350.0,23.2777811,-106.4522242,2024-09-02 13:00:56.917298,lamudi,10800000.0,30857.14285714286
departamento en venta en ferrocarrilera,2,2,85.0,23.224717,-106.421271,2024-09-02 13:00:56.917298,lamudi,3222112.0,37907.2
departamento en venta en ferrocarrilera,2,2,80.0,23.221659,-106.420712,2024-09-02 13:00:56.917298,lamudi,3043620.0,38045.25
departamento en venta en ferrocarrilera,2,2,86.0,23.221659,-106.420712,2024-09-02 13:00:56.917298,lamudi,3450000.0,40116.27906976744
departamento en venta en ferrocarrilera,2,2,85.0,23.221659,-106.420712,2024-09-02 13:00:56.917298,lamudi,3482800.0,40974.117647058825
departamento en venta en ferrocarrilera,2,1,66.0,23.224562,-106.421434,2024-09-02 13:00:56.917298,lamudi,2800000.0,42424.242424242424
departamento en venta en telleria,3,2,146.0,23.238895,-106.439624,2024-09-02 13:00:56.917298,lamudi,9885366.0,67707.98630136986
casa en venta en ciudad de mazatlan,4,3,140.0,23.2866613,-106.4218302,2024-09-02 13:00:56.917298,lamudi,4300000.0,30714.285714285714
departamento en venta en sabalo country club,1,1,45.0,23.262684,-106.462673,2024-09-02 13:00:56.917298,lamudi,1968000.0,43733.333333333336
departamento en venta en sabalo country club,2,2,155.0,23.259742,-106.459147,2024-09-02 13:00:56.917298,lamudi,4650250.0,30001.612903225807
casa en venta en real del valle,3,2,180.0,23.2925201,-106.4220863,2024-09-02 13:00:56.917298,lamudi,3800000.0,21111.11111111111
casa en venta en el cid,5,6,651.0,23.25925994,-106.45119421,2024-09-02 13:00:56.917298,lamudi,23000000.0,35330.26113671275
casa en venta en marina mazatlan,4,4,670.0,23.2858332,-106.4592756,2024-09-02 13:00:56.917298,lamudi,24700000.0,36865.67164179104
casa en venta en el cid,6,6,317.0,23.25742748,-106.4486553,2024-09-02 13:00:56.917298,lamudi,16990000.0,53596.21451104101
casa en venta en real del valle,3,3,87.0,23.2859307,-106.4263342,2024-09-02 13:00:56.917298,lamudi,3150000.0,36206.89655172414
departamento en venta en el cid,2,2,82.0,23.261509,-106.455923,2024-09-02 13:00:56.917298,lamudi,3950000.0,48170.73170731707
casa en venta en marina mazatlan,4,4,347.0,23.277527324332876,-106.45226893677064,2024-09-02 13:00:56.917298,lamudi,10700000.0,30835.734870317003
departamento en venta en cerritos resort,2,2,118.0,23.277572,-106.467836,2024-09-02 13:00:56.917298,lamudi,7950000.0,67372.8813559322
departamento en venta en cerritos resort,3,2,110.0,23.277572,-106.467836,2024-09-02 13:00:56.917298,lamudi,8500000.0,77272.72727272728
casa en venta en el campestre,4,3,203.0,23.2339419,-106.3868538,2024-09-02 13:00:56.917298,lamudi,2700000.0,13300.492610837438
departamento en venta en los pinos,2,2,94.0,23.2066219,-106.4278887,2024-09-02 13:00:56.917298,lamudi,6500000.0,69148.93617021276
casa en venta en centro,2,2,154.0,23.20077684,-106.42094858,2024-09-02 13:00:56.917298,lamudi,2350000.0,15259.74025974026
casa en venta en ciudad de mazatlan,5,3,,23.2866613,-106.4218302,2024-09-02 13:00:56.917298,lamudi,5980000.0,
departamento en venta en centro,1,1,69.0,23.196888,-106.423753,2024-09-02 13:00:56.917298,lamudi,4170000.0,60434.782608695656
casa en venta en real del valle,3,4,257.0,23.28273945014741,-106.42807217658233,2024-09-02 13:00:56.917298,lamudi,6500000.0,25291.82879377432
casa en venta en marina mazatlan,4,4,228.0,23.2929564,-106.4564725,2024-09-02 13:00:56.917298,lamudi,6350000.0,27850.877192982458
casa en venta en real del valle,4,3,178.0,23.2879518,-106.4248962,2024-09-02 13:00:56.917298,lamudi,3999999.0,22471.904494382023
departamento en venta en el dorado,2,2,70.0,23.2514289,-106.4531024,2024-09-02 13:00:56.917298,lamudi,3255000.0,46500.0
departamento en venta en ciudad de mazatlan,2,2,77.0,23.30806215,-106.47601164,2024-09-02 13:00:56.917298,lamudi,3295000.0,42792.207792207795
condominio horizontal en venta en cerritos resort,3,,112.0,23.27852,-106.46744,2024-09-02 13:00:56.917298,lamudi,8087760.0,72212.14285714286
departamento en venta en quintas del mar,2,2,77.0,23.296011,-106.4799,2024-09-02 13:00:56.917298,lamudi,3295000.0,42792.207792207795
departamento en venta en cerritos resort,1,1,112.0,23.276598,-106.46687,2024-09-02 13:00:56.917298,lamudi,3495000.0,31205.35714285714
departamento en venta en el toreo,2,2,112.0,23.247078,-106.44003,2024-09-02 13:00:56.917298,lamudi,2800000.0,25000.0
departamento en venta en ferrocarrilera,2,2,64.0,23.215296,-106.42111,2024-09-02 13:00:56.917298,lamudi,2800000.0,43750.0
departamento en venta en marina mazatlan,2,2,110.0,23.27932,-106.454185,2024-09-02 13:00:56.917298,lamudi,4838000.0,43981.818181818184
casa en venta en villas de rueda,4,5,600.0,23.28722,-106.4748,2024-09-02 13:00:56.917298,lamudi,12000000.0,20000.0
departamento en venta en telleria,2,2,117.0,23.231527,-106.43392,2024-09-02 13:00:56.917298,lamudi,6300000.0,53846.153846153844
departamento en venta en ciudad de mazatlan,2,2,86.0,23.279905,-106.42323,2024-09-02 13:00:56.917298,lamudi,3050000.0,35465.11627906977
casa en venta en sabalo cerritos,4,3,245.0,23.3054792,-106.4780693,2024-09-02 13:00:56.917298,lamudi,6400000.0,26122.448979591838
departamento en venta en marina mazatlan,1,1,47.0,23.2716689,-106.4597284,2024-09-02 13:00:56.917298,lamudi,2580000.0,54893.617021276594
departamento en venta en el dorado,1,,120.0,23.2514289,-106.4531024,2024-09-02 13:00:56.917298,lamudi,4454000.0,37116.666666666664
departamento en venta en ferrocarrilera,4,4,328.0,23.2178137,-106.4218562,2024-09-02 13:00:56.917298,lamudi,10500000.0,32012.19512195122
casa en venta en lomas de mazatlan,3,2,324.0,23.2443491,-106.4450042,2024-09-02 13:00:56.917298,lamudi,4950000.0,15277.777777777777
casa en venta en punta diamante,4,4,304.0,23.2762461,-106.4525157,2024-09-02 13:00:56.917298,lamudi,9100000.0,29934.21052631579
departamento en venta en el cid,2,2,127.0,23.26579462,-106.4552652,2024-09-02 13:00:56.917298,lamudi,6424105.0,50583.503937007874
casa en venta en sabalo cerritos,4,3,245.0,23.3054792,-106.4780693,2024-09-02 13:00:56.917298,lamudi,6200000.0,25306.122448979593
departamento en venta en sabalo cerritos,2,2,,23.300123,-106.477798,2024-09-02 13:00:56.917298,lamudi,2299000.0,
departamento en venta en sabalo country club,2,2,68.0,23.25845,-106.461211,2024-09-02 13:00:56.917298,lamudi,2732347.0,40181.57352941176
casa en venta en aeropuerto rafael buelna,,,,23.17155,-106.291813,2024-09-02 13:00:56.917298,lamudi,351187224.0,
casa en venta en sabalo country club,3,3,300.0,23.26330313,-106.46307539,2024-09-02 13:00:56.917298,lamudi,7850000.0,26166.666666666668
departamento en venta en real del valle,2,2,90.0,23.2877667,-106.433434,2024-09-02 13:00:56.917298,lamudi,3302400.0,36693.333333333336
departamento en venta en ferrocarrilera,2,2,74.0,23.214502,-106.420832,2024-09-02 13:00:56.917298,lamudi,2950000.0,39864.86486486487
departamento en venta en cerritos resort,2,2,120.0,23.319349,-106.479257,2024-09-02 13:00:56.917298,lamudi,6938400.0,57820.0
departamento en venta en el cid,3,2,168.0,23.25251274,-106.45261041,2024-09-02 13:00:56.917298,lamudi,6750000.0,40178.57142857143
departamento en venta en marina mazatlan,3,3,138.0,23.285833,-106.459276,2024-09-02 13:00:56.917298,lamudi,6490000.0,47028.985507246376
departamento en venta en marina mazatlan,1,1,44.0,23.271669,-106.459728,2024-09-02 13:00:56.917298,lamudi,2890000.0,65681.81818181818
casa en venta en ciudad de mazatlan,3,3,230.0,23.304357,-106.472229,2024-09-02 13:00:56.917298,lamudi,6450000.0,28043.478260869564
condominio horizontal en venta en gabriel leyva,2,2,96.0,23.208196,-106.423846,2024-09-02 13:00:56.917298,lamudi,7200000.0,75000.0
casa en venta en sabalo cerritos,4,3,282.0,23.305479,-106.478069,2024-09-02 13:00:56.917298,lamudi,6550000.0,23226.95035460993
departamento en venta en telleria,4,4,352.0,23.236826,-106.441254,2024-09-02 13:00:56.917298,lamudi,17710000.0,50312.5
casa en venta en sabalo cerritos,3,3,270.0,23.305479,-106.478069,2024-09-02 13:00:56.917298,lamudi,4995000.0,18500.0
departamento en venta en marina mazatlan,1,1,46.0,23.291769,-106.467234,2024-09-02 13:00:56.917298,lamudi,2480000.0,53913.04347826087
casa en venta en real del valle,3,2,205.0,23.285931,-106.426334,2024-09-02 13:00:56.917298,lamudi,4500000.0,21951.219512195123
casa en venta en real del valle,4,3,204.0,23.285931,-106.426334,2024-09-02 13:00:56.917298,lamudi,4250000.0,20833.333333333332
departamento en venta en el dorado,1,1,50.0,23.2514289,-106.4531024,2024-09-02 13:00:56.917298,lamudi,2405000.0,48100.0
casa en condominio en venta en telleria,,,,23.231332,-106.433704,2024-09-02 13:00:56.917298,lamudi,4700000.0,
departamento en venta en marina mazatlan,3,2,252.0,23.271669,-106.459728,2024-09-02 13:00:56.917298,lamudi,15420000.0,61190.47619047619
casa en venta en rincon de las palmas,3,2,196.0,23.280089,-106.438415,2024-09-02 13:00:56.917298,lamudi,4250000.0,21683.673469387755
departamento en venta en telleria,2,2,108.0,23.231974,-106.434799,2024-09-02 13:00:56.917298,lamudi,6935000.0,64212.96296296296
condominio horizontal en venta en telleria,2,2,105.0,23.236847,-106.44118,2024-09-02 13:00:56.917298,lamudi,7050000.0,67142.85714285714
casa en venta en telleria,2,2,82.0,23.228659,-106.430254,2024-09-02 13:00:56.917298,lamudi,2500000.0,30487.80487804878
departamento en venta en cerritos resort,2,1,99.0,23.273703,-106.466353,2024-09-02 13:00:56.917298,lamudi,5721621.999999999,57794.161616161604
casa en condominio en venta en el cid,5,5,651.0,23.255278,-106.450894,2024-09-02 13:00:56.917298,lamudi,23000000.0,35330.26113671275
casa en venta en hacienda del seminario,2,2,189.0,23.291555,-106.42182,2024-09-02 13:00:56.917298,lamudi,2950000.0,15608.465608465609
casa en venta en centro,3,3,281.0,23.197345,-106.423765,2024-09-02 13:00:56.917298,lamudi,7500000.0,26690.391459074734
casa en venta en sabalo cerritos,3,2,146.0,23.291208,-106.470046,2024-09-02 13:00:56.917298,lamudi,4950000.0,33904.109589041094
casa en venta en quinta real,3,2,179.0,23.258035,-106.421188,2024-09-02 13:00:56.917298,lamudi,3500000.0,19553.072625698325
casa en venta en real pacifico,4,3,198.0,23.273602,-106.434124,2024-09-02 13:00:56.917298,lamudi,4100000.0,20707.070707070707
casa en venta en real del valle,3,3,160.0,23.286094,-106.425514,2024-09-02 13:00:56.917298,lamudi,3950000.0,24687.5
casa en venta en sabalo cerritos,3,4,163.0,23.297321,-106.477756,2024-09-02 13:00:56.917298,lamudi,4750000.0,29141.104294478526
casa en venta en ciudad de mazatlan,3,3,130.0,23.287141,-106.421927,2024-09-02 13:00:56.917298,lamudi,2850000.0,21923.076923076922
casa en venta en ferrocarrilera,6,4,200.0,23.216192,-106.417767,2024-09-02 13:00:56.917298,lamudi,4400000.0,22000.0
casa en venta en el cid,4,4,410.0,23.255278,-106.450894,2024-09-02 13:00:56.917298,lamudi,19499000.0,47558.53658536585
departamento en venta en playa azul fovissste,1,1,37.0,23.246437,-106.39185,2024-09-02 13:00:56.917298,lamudi,2571500.0,69500.0
casa en venta en marina mazatlan,2,2,132.0,23.289761,-106.464729,2024-09-02 13:00:56.917298,lamudi,5700000.0,43181.818181818184
departamento en venta en centro,3,3,125.0,23.207397,-106.425524,2024-09-02 13:00:56.917298,lamudi,6225000.0,49800.0
casa en venta en real del valle,3,2,125.0,23.286094,-106.425514,2024-09-02 13:00:56.917298,lamudi,3580000.0,28640.0
casa en venta en real del valle,2,2,222.0,23.275569,-106.42785,2024-09-02 13:00:56.917298,lamudi,4450000.0,20045.045045045044
departamento en venta en marina mazatlan,3,2,214.0,23.269446,-106.452461,2024-09-02 13:00:56.917298,lamudi,8274772.079999999,38667.159252336445
departamento en venta en marina mazatlan,3,2,142.0,23.269446,-106.452461,2024-09-02 13:00:56.917298,lamudi,5680000.0,40000.0
casa en venta en villa satelite,4,1,235.0,23.274978,-106.363861,2024-09-02 13:00:56.917298,lamudi,1920000.0,8170.212765957447
casa en venta en benito juarez,3,2,149.0,23.2311,-106.406726,2024-09-02 13:00:56.917298,lamudi,2490000.0,16711.409395973154
casa en venta en salvador allende,3,3,120.0,23.250368,-106.403048,2024-09-02 13:00:56.917298,lamudi,1750000.0,14583.333333333334
casa en venta en renato vega,2,2,100.0,23.284716,-106.395376,2024-09-02 13:00:56.917298,lamudi,1780000.0,17800.0
casa en venta en real pacifico,3,1,103.0,23.277196,-106.430269,2024-09-02 13:00:56.917298,lamudi,2100000.0,20388.349514563106
casa en venta en paseo alameda,3,3,182.0,23.265996,-106.426463,2024-09-02 13:00:56.917298,lamudi,2300000.0,12637.362637362638
departamento en venta en marina mazatlan,3,2,140.0,23.275244,-106.457348,2024-09-02 13:00:56.917298,lamudi,5775000.0,41250.0
casa en venta en prados del sol,3,3,210.0,23.268715,-106.4266,2024-09-02 13:00:56.917298,lamudi,3000000.0,14285.714285714286
casa en venta en real del valle,4,3,239.0,23.275569,-106.42785,2024-09-02 13:00:56.917298,lamudi,5100000.0,21338.912133891212
casa en venta en real pacifico,2,2,104.0,23.275943,-106.433234,2024-09-02 13:00:56.917298,lamudi,1995000.0,19182.69230769231
casa en venta en ferrocarrilera,4,3,472.0,23.221659,-106.420712,2024-09-02 13:00:56.917298,lamudi,8000000.0,16949.15254237288
casa en venta en centro,3,2,196.0,23.197345,-106.423765,2024-09-02 13:00:56.917298,lamudi,3800000.0,19387.755102040817
casa en venta en ciudad de mazatlan,2,3,181.0,23.296839,-106.430634,2024-09-02 13:00:56.917298,lamudi,4600000.0,25414.364640883978
casa en venta en real del valle,5,3,246.0,23.285931,-106.426334,2024-09-02 13:00:56.917298,lamudi,4740000.0,19268.29268292683
casa en venta en real del valle,3,4,122.0,23.294649,-106.419532,2024-09-02 13:00:56.917298,lamudi,2995000.0,24549.180327868853
departamento en venta en cerritos resort,1,2,87.0,23.276905,-106.4674987,2024-09-02 13:00:56.917298,lamudi,6950000.0,79885.05747126437
casa en venta en sabalo cerritos,3,3,,23.297321,-106.477756,2024-09-02 13:00:56.917298,lamudi,4790000.0,
casa en venta en valle del ejido,3,2,132.0,23.27132,-106.405622,2024-09-02 13:00:56.917298,lamudi,1850000.0,14015.151515151516
departamento en venta en telleria,3,2,145.0,23.237895,-106.440624,2024-09-02 13:00:56.917298,lamudi,11375204.0,78449.6827586207
departamento en venta en real del valle,2,2,55.0,23.295136,-106.421631,2024-09-02 13:00:56.917298,lamudi,1699500.0,30900.0
casa en venta en real del valle,3,3,,23.275569,-106.42785,2024-09-02 13:00:56.917298,lamudi,4100000.0,
departamento en venta en cerritos resort,2,2,72.0,23.3083826,-106.4764814,2024-09-02 13:00:56.917298,lamudi,2380000.0,33055.555555555555
departamento en venta en telleria,1,1,60.0,23.237009,-106.437284,2024-09-02 13:00:56.917298,lamudi,2197275.0,36621.25
departamento en venta en cerritos resort,2,2,80.0,23.29946,-106.48344,2024-09-02 13:00:56.917298,lamudi,5209000.0,65112.5
departamento en venta en ferrocarrilera,2,2,,23.2174504,-106.4190581,2024-09-02 13:00:56.917298,lamudi,3100000.0,
departamento en venta en ferrocarrilera,2,2,200.0,23.2232477,-106.4248001,2024-09-02 13:00:56.917298,lamudi,6800000.0,34000.0
casa en venta en las brisas,3,2,1.0,23.2722499,-106.4087503,2024-09-02 13:00:56.917298,lamudi,2990000.0,2990000.0
departamento en venta en sabalo country club,2,2,95.0,23.26265,-106.462708,2024-09-02 13:00:56.917298,lamudi,4388400.0,46193.68421052631
departamento en venta en ferrocarrilera,2,2,62.0,23.217041,-106.4186034,2024-09-02 13:00:56.917298,lamudi,2770000.0,44677.41935483871
departamento en venta en lomas de mazatlan,1,1,75.0,23.244349,-106.445004,2024-09-02 13:00:56.917298,lamudi,2770000.0,36933.333333333336
casa en venta en real del valle,3,3,197.0,23.2892653,-106.4243715,2024-09-02 13:00:56.917298,lamudi,4900000.0,24873.096446700507
casa en venta en real del valle,3,,225.0,23.286094,-106.425514,2024-09-02 13:00:56.917298,lamudi,4750000.0,21111.11111111111
departamento en venta en rincon de las plazas,2,2,79.0,23.258399,-106.422701,2024-09-02 13:00:56.917298,lamudi,2100000.0,26582.278481012658
departamento en venta en playa sur,2,2,89.0,23.188578,-106.419261,2024-09-02 13:00:56.917298,lamudi,2800000.0,31460.674157303372
casa en venta en ciudad de mazatlan,3,3,,23.2866613,-106.4218302,2024-09-02 13:00:56.917298,lamudi,4500000.0,
casa en venta en rincon de las palmas,,2,178.0,23.2800885,-106.4384153,2024-09-02 13:00:56.917298,lamudi,4200000.0,23595.505617977527
departamento en venta en federico velarde,2,2,87.0,23.2494148,-106.4111425,2024-09-02 13:00:56.917298,lamudi,4296477.0,49384.793103448275
departamento en venta en federico velarde,2,2,108.0,23.2494148,-106.4111425,2024-09-02 13:00:56.917298,lamudi,5394584.0,49949.851851851854
departamento en venta en telleria,1,1,,23.231974,-106.4347995,2024-09-02 13:00:56.917298,lamudi,3721800.0,
departamento en venta en el dorado,1,1,55.0,23.2514289,-106.4531024,2024-09-02 13:00:56.917298,lamudi,2586000.0,47018.181818181816
departamento en venta en ciudad de mazatlan,3,3,172.0,23.258071,-106.461774,2024-09-02 13:00:56.917298,lamudi,11000000.0,63953.48837209302
departamento en venta en centro,2,2,132.0,23.203928,-106.43009,2024-09-02 13:00:56.917298,lamudi,8700000.0,65909.09090909091
departamento en venta en marina mazatlan,3,2,145.0,23.28486,-106.44339,2024-09-02 13:00:56.917298,lamudi,3300000.0,22758.620689655174
departamento en venta en mazatlan i,1,1,60.0,23.237617,-106.379494,2024-09-02 13:00:56.917298,lamudi,4218600.0,70310.0
departamento en venta en mazatlan i,2,2,92.0,23.237617,-106.379494,2024-09-02 13:00:56.917298,lamudi,7234200.0,78632.60869565218
casa en fraccionamiento en venta en sabalo cerritos,4,4,286.0,23.3054792,-106.4780693,2024-09-02 13:00:56.917298,lamudi,6400000.0,22377.622377622378
departamento en venta en sabalo cerritos,2,1,67.0,23.3024,-106.47899,2024-09-02 13:00:56.917298,lamudi,3550000.0,52985.07462686567
departamento en venta en marina mazatlan,2,2,61.0,23.275581,-106.460757,2024-09-02 13:00:56.917298,lamudi,3935000.0,64508.19672131148
departamento en venta en marina mazatlan,2,2,75.0,23.27566,-106.462517,2024-09-02 13:00:56.917298,lamudi,4492000.0,59893.333333333336
casa en venta en real del valle,3,2,167.0,23.2979396,-106.4292786,2024-09-02 13:00:56.917298,lamudi,5500000.0,32934.13173652695
departamento en venta en centro,1,1,57.0,23.2009214,-106.4270291,2024-09-02 13:00:56.917298,lamudi,2880000.0,50526.31578947369
departamento en venta en centro,2,2,,23.1977685,-106.42596395,2024-09-02 13:00:56.917298,lamudi,4800000.0,
casa en venta en marina mazatlan,3,2,118.0,23.2962544,-106.4344529,2024-09-02 13:00:56.917298,lamudi,2544000.0,21559.322033898305
departamento en venta en ciudad de mazatlan,2,1,83.0,23.2864457,-106.4549137,2024-09-02 13:00:56.917298,lamudi,3300000.0,39759.03614457831
condominio horizontal en venta en playa azul fovissste,2,2,1.0,23.246437,-106.39185,2024-09-02 13:00:56.917298,lamudi,3500000.0,3500000.0
departamento en venta en balcones de loma linda,2,2,97.0,23.20236,-106.42985,2024-09-02 13:00:56.917298,lamudi,5225000.0,53865.9793814433
departamento en venta en balcones de loma linda,2,2,80.0,23.20056,-106.42888,2024-09-02 13:00:56.917298,lamudi,3200000.0,40000.0
departamento en venta en lomas de mazatlan,2,2,75.0,23.2443491,-106.4450042,2024-09-02 13:00:56.917298,lamudi,2851600.0,38021.333333333336
condominio horizontal en venta en punta diamante,3,2,135.0,23.275479,-106.454171,2024-09-02 13:00:56.917298,lamudi,7500000.0,55555.555555555555
departamento en venta en las gaviotas,2,2,89.0,23.246988,-106.4513782,2024-09-02 13:00:56.917298,lamudi,3500000.0,39325.84269662921
departamento en venta en venadillo,2,1,55.0,23.276645,-106.416823,2024-09-02 13:00:56.917298,lamudi,112200000.0,2040000.0
casa en venta en jabalies,4,2,144.0,23.2559964,-106.4104065,2024-09-02 13:00:56.917298,lamudi,1950000.0,13541.666666666666
departamento en venta en marina mazatlan,2,2,61.0,23.27295,-106.45482,2024-09-02 13:00:56.917298,lamudi,3809000.0,62442.62295081967
departamento en venta en real pacifico,1,1,44.0,23.27669,-106.43364,2024-09-02 13:00:56.917298,lamudi,2445000.0,55568.181818181816
condominio horizontal en venta en marina mazatlan,3,2,103.0,23.291776,-106.444472,2024-09-02 13:00:56.917298,lamudi,4500000.0,43689.320388349515
