oferta,recamaras,bathrooms,mts,lat,lon,fecha_consulta,fuente,precio,precio_m2,cvegeo,cve_ent,cve_mun,nom_mun
casa en venta mazatlan,,,,23.3054792,-106.4780693,2024-09-02 12:27:21.140990,easybroker,6850000.0,,25012,25,012,Mazatlán
casa en venta mazatlan,,,,23.3054792,-106.4780693,2024-09-02 12:27:21.140990,easybroker,4850000.0,,25012,25,012,Mazatlán
departamentos en venta lamar en lopez mateos mazatlan sinaloa,2.0,,61.25,23.2399761,-106.4291079,2024-09-02 12:27:21.140990,easybroker,2190000.0,35755.102040816324,25012,25,012,Mazatlán
penthouse en venta mazatlan sinaloa  torre tres h,4.0,4.0,221.0,23.2232357,-106.4247859,2024-09-02 12:27:21.140990,easybroker,13300000.0,60180.99547511312,25012,25,012,Mazatlán
venta casa en col rincon de urias super economica,,,112.0,23.2416005,-106.3674319,2024-09-02 12:27:21.140990,easybroker,650000.0,5803.571428571428,25012,25,012,Mazatlán
penthouse en preventa en mazatlan,4.0,5.0,397.54,23.2575814,-106.4427021,2024-09-02 12:27:21.140990,easybroker,23852400.0,60000.0,25012,25,012,Mazatlán
casa en venta en marina el cid mazatlan,4.0,4.0,600.0,23.2662554469,-106.4481532638,2024-09-02 12:27:21.140990,easybroker,21850000.0,36416.66666666666,25012,25,012,Mazatlán
venta de condominios en zona exclusiva en cerritos mazatlan,2.0,,80.4,23.2626504,-106.4627078,2024-09-02 12:27:21.140990,easybroker,4200000.0,52238.80597014925,25012,25,012,Mazatlán
venta casa en col. lico velarde ven a conocerla,3.0,4.0,153.0,23.248023,-106.411839,2024-09-02 12:27:21.140990,easybroker,2300000.0,15032.679738562092,25012,25,012,Mazatlán
loft condo hotel venta macroplaza mazatlan 2350000 norlop rg1,,,45.0,23.2720068813,-106.4500652609,2024-09-02 12:27:21.140990,easybroker,2350000.0,52222.22222222222,25012,25,012,Mazatlán
departamento en venta en palmilla residencial en mazatlan,2.0,2.0,75.0,23.2876712,-106.4678293,2024-09-02 12:27:21.140990,easybroker,3800000.0,50666.66666666666,25012,25,012,Mazatlán
departamentos en venta katara en real del valle mazatlan sinaloa,2.0,2.0,75.0,23.2849733,-106.4311336,2024-09-02 12:27:21.140990,easybroker,2233800.0,29784.0,25012,25,012,Mazatlán
casa en venta playa brujas mazatlan sinaloa,5.0,7.0,451.55,23.3048657,-106.4902844,2024-09-02 12:27:21.140990,easybroker,17500000.0,38755.39807330307,25012,25,012,Mazatlán
departamento en venta a solo 3 min de la playa en  un modern living,2.0,2.0,64.0,23.217041,-106.4186034,2024-09-02 12:27:21.140990,easybroker,2540000.0,39687.5,25012,25,012,Mazatlán
departamento en venta a 3 min de la playa en gaia towers,2.0,,56.92,23.2247290721,-106.4212451154,2024-09-02 12:27:21.140990,easybroker,2300000.0,40407.58959943781,25012,25,012,Mazatlán
departamento en venta en torre 3 h,2.0,2.0,108.46,23.2232357,-106.4247859,2024-09-02 12:27:21.140990,easybroker,6346627.0,58515.83072100314,25012,25,012,Mazatlán
departamento en venta frente al malecon en torre stelarhe,,,91.72,23.2172406271,-106.421492111,2024-09-02 12:27:21.140990,easybroker,6930000.0,75556.04012211077,25012,25,012,Mazatlán
departamento en venta a 2 cuadras de  malecon,2.0,2.0,86.0,23.2165177,-106.4194181,2024-09-02 12:27:21.140990,easybroker,3590000.0,41744.186046511626,25012,25,012,Mazatlán
departamento en el encanto sabalo country,2.0,2.0,117.0,23.2597046,-106.4583524,2024-09-02 12:27:21.140990,easybroker,3800000.0,32478.63247863248,25012,25,012,Mazatlán
depa en sabalo country mazatlan mallorca,,,60.0,23.2626843,-106.4626734,2024-09-02 12:27:21.140990,easybroker,2987000.0,49783.333333333336,25012,25,012,Mazatlán
condominio en venta en litoral ocean condos  modelo cabo,2.0,,70.0,23.2021111,-106.4297366,2024-09-02 12:27:21.140990,easybroker,4890000.0,69857.14285714286,25012,25,012,Mazatlán
condominio y plaza preventa en cerritos,,,70.0,23.2991545,-106.4815048,2024-09-02 12:27:21.140990,easybroker,2790000.0,39857.142857142855,25012,25,012,Mazatlán
casa en venta palmilla residencial,3.0,3.0,122.0,23.2974865845,-106.478805542,2024-09-02 12:27:21.140990,easybroker,4895000.0,40122.95081967213,25012,25,012,Mazatlán
residencia con alberca privada,4.0,3.0,275.0,23.3054792,-106.4780693,2024-09-02 12:27:21.140990,easybroker,6700000.0,24363.636363636364,25012,25,012,Mazatlán
casa en venta almarena residencial,3.0,3.0,146.0,23.2956340108,-106.4771747589,2024-09-02 12:27:21.140990,easybroker,5000000.0,34246.57534246575,25012,25,012,Mazatlán
casas preventa sonterra ii residencial mazatlan 3508000  realte rg1,3.0,2.0,110.0,23.2949726,-106.4357101,2024-09-02 12:27:21.140990,easybroker,3508000.0,31890.90909090909,25012,25,012,Mazatlán
departamento en mazatlan sinaloa,,,,23.3028952,-106.4875562,2024-09-02 12:27:21.140990,easybroker,2490000.0,,25012,25,012,Mazatlán
se vende departamento en el sabalo country,2.0,2.0,86.0,23.2639391826,-106.4629804866,2024-09-02 12:27:21.140990,easybroker,2995000.0,34825.58139534884,25012,25,012,Mazatlán
departamento en venta completamente amueblado en punta sur,2.0,2.0,72.0,23.1886929355,-106.422972693,2024-09-02 12:27:21.140990,easybroker,3500000.0,48611.11111111111,25012,25,012,Mazatlán
departamento en venta en real del valle mazatlan primer y segundo nivel,2.0,2.0,78.0,23.2860915,-106.4273136,2024-09-02 12:27:21.140990,easybroker,2495000.0,31987.17948717949,25012,25,012,Mazatlán
casa en venta en mazatlan sinaloa costa brava con vista al canal de navegacion,4.0,4.0,698.0,23.2655844,-106.4665282,2024-09-02 12:27:21.140990,easybroker,22767700.0,32618.48137535816,25012,25,012,Mazatlán
casa en venta en el cid,4.0,2.0,600.0,23.263922,-106.4555674,2024-09-02 12:27:21.140990,easybroker,16950000.0,28250.0,25012,25,012,Mazatlán
casa en el fraccionamiento el cid,4.0,4.0,600.0,23.2655106,-106.4561087,2024-09-02 12:27:21.140990,easybroker,19500000.0,32500.0,25012,25,012,Mazatlán
departamento amueblado en venta en mazatlan,2.0,2.0,91.78,23.2648804778,-106.464568398,2024-09-02 12:27:21.140990,easybroker,3780000.0,41185.4434517324,25012,25,012,Mazatlán
casa en venta altabrisa residencial mazatlan sinaloa,3.0,2.0,336.89,23.30552,-106.4774094,2024-09-02 12:27:21.140990,easybroker,5750000.0,17067.88566000772,25012,25,012,Mazatlán
casa en venta altabrisa residencial mazatlan sinaloa,3.0,2.0,215.0,23.3054792,-106.4780693,2024-09-02 12:27:21.140990,easybroker,5700000.0,26511.627906976744,25012,25,012,Mazatlán
venta departamento preventaun mazatlanmazatlan,2.0,2.0,64.0,23.2216585,-106.4207116,2024-09-02 12:27:21.140990,easybroker,2355000.0,36796.875,25012,25,012,Mazatlán
venta departamentoalmarenamazatlan,2.0,,,23.3048952,-106.4855562,2024-09-02 12:27:21.140990,easybroker,2908000.0,,25012,25,012,Mazatlán
venta casasonterramazatlan,3.0,2.0,,23.2863833,-106.4302811,2024-09-02 12:27:21.140990,easybroker,3508000.0,,25012,25,012,Mazatlán
departamento en venta central tower mazatlan sinaloa,2.0,2.0,106.0,23.2315268,-106.4339206,2024-09-02 12:27:21.140990,easybroker,6300000.0,59433.96226415094,25012,25,012,Mazatlán
departamento en venta ferrocarrilera una cuadra de malecon,2.0,2.0,85.0,23.2171438,-106.4208283,2024-09-02 12:27:21.140990,easybroker,3500000.0,41176.470588235294,25012,25,012,Mazatlán
boca de mar,2.0,2.0,102.0,23.2073969,-106.4255244,2024-09-02 12:27:21.140990,easybroker,3500000.0,34313.72549019608,25012,25,012,Mazatlán
departamentos en venta vigia sky tower frente al malecon mazatlan sinaloa,2.0,2.0,103.6,23.2304073,-106.43234,2024-09-02 12:27:21.140990,easybroker,6526800.0,63000.0,25012,25,012,Mazatlán
marbella duplex 4a,3.0,3.0,180.0,23.26013,-106.44675,2024-09-02 12:27:21.140990,easybroker,10000000.0,55555.55555555556,25012,25,012,Mazatlán
casa en venta mazatlan,3.0,2.0,218.0,23.2815625,-106.4628125,2024-09-02 12:27:21.140990,easybroker,14398500.0,66048.16513761468,25012,25,012,Mazatlán
departamento en venta mazatlan,2.0,2.0,85.0,23.2815625,-106.4628125,2024-09-02 12:27:21.140990,easybroker,5943400.0,69922.35294117648,25012,25,012,Mazatlán
torre pajaros,,,50.0,23.2722108,-106.446143,2024-09-02 12:27:21.140990,easybroker,2500000.0,50000.0,25012,25,012,Mazatlán
villa verde mazatlan sinaloa,2.0,2.0,120.0,23.2608254,-106.3844849,2024-09-02 12:27:21.140990,easybroker,989000.0,8241.666666666666,25012,25,012,Mazatlán
departamentos preventa un modern living mazatlan 2650000 realte rg1,2.0,2.0,64.0,23.2196585,-106.4227116,2024-09-02 12:27:21.140990,easybroker,2650000.0,41406.25,25012,25,012,Mazatlán
departamento en venta independencia mazatlan sinaloa,2.0,,56.0,23.2182029,-106.4132249,2024-09-02 12:27:21.140990,easybroker,1650000.0,29464.285714285717,25012,25,012,Mazatlán
casa en venta en mazatlan  en cerritos,3.0,2.0,168.23,23.2913472,-106.4714782,2024-09-02 12:27:21.140990,easybroker,3300000.0,19616.00190215776,25012,25,012,Mazatlán
departamento en venta en mazatlan,2.0,2.0,110.0,23.2899881,-106.4707722,2024-09-02 12:27:21.140990,easybroker,4590000.0,41727.27272727273,25012,25,012,Mazatlán
departamento en venta en mazatlan,2.0,2.0,86.0,23.2899881,-106.4707722,2024-09-02 12:27:21.140990,easybroker,3990000.0,46395.348837209305,25012,25,012,Mazatlán
departamento en venta en mazatlan,,,46.0,23.2899881,-106.4707722,2024-09-02 12:27:21.140990,easybroker,2890000.0,62826.086956521736,25012,25,012,Mazatlán
departamento en preventa en marina mazatlan,2.0,2.0,103.54,23.2706689,-106.4607284,2024-09-02 12:27:21.140990,easybroker,6168938.54,59580.24473633378,25012,25,012,Mazatlán
departamento en preventa a unas cuadras de la playa en mazatlan,2.0,2.0,68.0,23.2472805,-106.4509976,2024-09-02 12:27:21.140990,easybroker,3251178.0,47811.44117647059,25012,25,012,Mazatlán
departamento  en preventa en mazatlan cerca de zona dorada,2.0,2.0,78.0,23.2442805,-106.4539976,2024-09-02 12:27:21.140990,easybroker,3793041.0,48628.730769230766,25012,25,012,Mazatlán
departamento lock off en preventa en mazatlan,3.0,2.0,84.0,23.2452805,-106.4529976,2024-09-02 12:27:21.140990,easybroker,3899637.0,46424.25,25012,25,012,Mazatlán
malia,,,,23.2716689,-106.4597284,2024-09-02 12:27:21.140990,easybroker,5197075.0,,25012,25,012,Mazatlán
un,2.0,2.0,64.0,23.2029435,-106.4212661,2024-09-02 12:27:21.140990,easybroker,2650000.0,41406.25,25012,25,012,Mazatlán
departamento en venta torre sunset hills cerro de la neveria,2.0,2.0,70.0,23.2015821,-106.4290787,2024-09-02 12:27:21.140990,easybroker,3790000.0,54142.857142857145,25012,25,012,Mazatlán
departamentos en venta un modern living en palos prietos mazatlan sinaloa,2.0,2.0,64.0,23.217041,-106.4186034,2024-09-02 12:27:21.140990,easybroker,3080000.0,48125.0,25012,25,012,Mazatlán
departamento en venta en real del valle katara tower,2.0,2.0,67.0,23.2849959,-106.4310712,2024-09-02 12:27:21.140990,easybroker,1975690.0,29487.910447761195,25012,25,012,Mazatlán
departamentos en venta en mazatlan  adora,,,,23.2755493,-106.4254767,2024-09-02 12:27:21.140990,easybroker,1989000.0,,25012,25,012,Mazatlán
departamentos en venta turquesa mazatlan a 3 minutos de la playa,2.0,2.0,,23.3054685,-106.4916556,2024-09-02 12:27:21.140990,easybroker,2481000.0,,25012,25,012,Mazatlán
casas y departamentos de playa en mazatlan  almarena residencial,2.0,,63.0,23.291257,-106.4741824,2024-09-02 12:27:21.140990,easybroker,2908000.0,46158.73015873016,25012,25,012,Mazatlán
departamentos en venta en mazatlan  oceanna condominios,2.0,2.0,61.5,23.2999749,-106.4826043,2024-09-02 12:27:21.140990,easybroker,3666000.0,59609.756097560974,25012,25,012,Mazatlán
departamentos en venta punto reforma mazatlan sinaloa,2.0,,66.4,23.2114518,-106.4193429,2024-09-02 12:27:21.140990,easybroker,2289692.0,34483.31325301204,25012,25,012,Mazatlán
1954 reino de murcia,,,683.9,23.2674918667,-106.4508867263,2024-09-02 12:27:21.140990,easybroker,7447572.044,10889.855306331336,25012,25,012,Mazatlán
condominios en venta mazatlan sevilla mia,,,,23.2765311,-106.4473878,2024-09-02 12:27:21.140990,easybroker,5953428.0,,25012,25,012,Mazatlán
departamento en aitana condos,2.0,,88.09,23.2236585,-106.4187116,2024-09-02 12:27:21.140990,easybroker,3391465.0,38500.0,25012,25,012,Mazatlán
casa en venta soles residencial,4.0,4.0,270.0,23.2986690648,-106.4799213409,2024-09-02 12:27:21.140990,easybroker,7500000.0,27777.777777777777,25012,25,012,Mazatlán
marbella g3,3.0,3.0,160.0,23.2596810938,-106.4462327957,2024-09-02 12:27:21.140990,easybroker,6400000.0,40000.0,25012,25,012,Mazatlán
casa en fraccionamiento stadium,8.0,4.0,372.0,23.2362956,-106.4324895,2024-09-02 12:27:21.140990,easybroker,4490000.0,12069.89247311828,25012,25,012,Mazatlán
residencia en club real marina mazatlan,4.0,3.0,365.0,23.2693983,-106.4472128,2024-09-02 12:27:21.140990,easybroker,8290000.0,22712.328767123287,25012,25,012,Mazatlán
un mazatlan,2.0,2.0,64.0,23.2210229,-106.4205456,2024-09-02 12:27:21.140990,easybroker,2355000.0,36796.875,25012,25,012,Mazatlán
penthouse b condominio en venta vista al  mar centro  punta bahia,2.0,3.0,258.0,23.206339,-106.4284836,2024-09-02 12:27:21.140990,easybroker,17059521.6,66122.17674418606,25012,25,012,Mazatlán
penthouse jr condominio en venta vista al  mar centro  punta bahia,3.0,3.0,226.0,23.206339,-106.4284836,2024-09-02 12:27:21.140990,easybroker,14052349.6,62178.53805309734,25012,25,012,Mazatlán
norte condominio en venta vista al  mar centro  punta bahia,2.0,2.0,94.0,23.206339,-106.4284836,2024-09-02 12:27:21.140990,easybroker,6318560.0,67218.72340425532,25012,25,012,Mazatlán
central condominio en venta vista al  mar centro  punta bahia,2.0,2.0,93.0,23.206339,-106.4284836,2024-09-02 12:27:21.140990,easybroker,6443680.0,69286.8817204301,25012,25,012,Mazatlán
casas en venta marina delfin mazatlan sinaloa,4.0,3.0,223.0,23.2972756,-106.4613702,2024-09-02 12:27:21.140990,easybroker,6132500.0,27500.0,25012,25,012,Mazatlán
modelo b2 vista a la ciudadcondominio en venta malecon torre alba,2.0,2.0,111.0,23.220991,-106.4226107,2024-09-02 12:27:21.140990,easybroker,4646560.0,41860.9009009009,25012,25,012,Mazatlán
modelo d vista a la ciudadcondominio en venta malecon torre alba,2.0,,86.0,23.220991,-106.4226107,2024-09-02 12:27:21.140990,easybroker,3950000.0,45930.232558139534,25012,25,012,Mazatlán
modelo b1 vista a la ciudadcondominio en venta malecon torre alba,2.0,2.0,109.0,23.220991,-106.4226107,2024-09-02 12:27:21.140990,easybroker,4577670.0,41996.97247706422,25012,25,012,Mazatlán
modelo b3 vista a la ciudad  condominio en venta malecon torre alba,2.0,2.0,107.0,23.220991,-106.4226107,2024-09-02 12:27:21.140990,easybroker,4506290.0,42114.85981308411,25012,25,012,Mazatlán
casa en venta ferrocarrilera mazatlan sinaloa a 3 cuadras del malecon,3.0,3.0,253.0,23.2165691,-106.41866,2024-09-02 12:27:21.140990,easybroker,5000000.0,19762.84584980237,25012,25,012,Mazatlán
departamentos en venta oceanna mazatlan sinaloa,2.0,2.0,61.5,23.284754547,-106.469877978,2024-09-02 12:27:21.140990,easybroker,3809000.0,61934.9593495935,25012,25,012,Mazatlán
departamentos en venta punto laguna mazatlan sinaloa,2.0,2.0,106.53,23.2378953,-106.4387469,2024-09-02 12:27:21.140990,easybroker,4783197.0,44900.0,25012,25,012,Mazatlán
casas preventa coto munich mazatlan sinaloa desde 1698500 realte rg1,,,,23.2599456,-106.3988938,2024-09-02 12:27:21.140990,easybroker,1698500.0,,25012,25,012,Mazatlán
departamento preventa pedregal condos mazatlan sinaloa desde 2866000 taninz rg,2.0,2.0,106.13,23.1936724,-106.417295,2024-09-02 12:27:21.140990,easybroker,2866000.0,27004.616979176484,25012,25,012,Mazatlán
casas preventa barcelona mazatlan sinaloa desde 10484943  realte rg1,,,480.27,23.2634439725,-106.4602019054,2024-09-02 12:27:21.140990,easybroker,10484943.0,21831.35111499781,25012,25,012,Mazatlán
departamento en venta en torre cataluna,2.0,2.0,,23.2771068555,-106.4645254591,2024-09-02 12:27:21.140990,easybroker,2720000.0,,25012,25,012,Mazatlán
departamento en venta en peninsula mazatlan tipo g,4.0,3.0,237.85,23.2990346,-106.4817476,2024-09-02 12:27:21.140990,easybroker,17125200.0,72000.0,25012,25,012,Mazatlán
departamento en venta en peninsula mazatlan tipo f,2.0,,85.5,23.2990346,-106.4817476,2024-09-02 12:27:21.140990,easybroker,6156000.0,72000.0,25012,25,012,Mazatlán
departamento en venta en peninsula mazatlan tipo e,2.0,2.0,112.33,23.2990346,-106.4817476,2024-09-02 12:27:21.140990,easybroker,8087760.0,72000.0,25012,25,012,Mazatlán
departamento en venta en peninsula mazatlan tipo d,3.0,3.0,159.14,23.2990346,-106.4817476,2024-09-02 12:27:21.140990,easybroker,11458080.0,72000.0,25012,25,012,Mazatlán
departamento en venta en peninsula mazatlan tipo c,3.0,3.0,136.02,23.2990346,-106.4817476,2024-09-02 12:27:21.140990,easybroker,9793440.0,72000.0,25012,25,012,Mazatlán
departamento en venta en peninsula mazatlan tipo b,2.0,2.0,97.46,23.2990346,-106.4817476,2024-09-02 12:27:21.140990,easybroker,7017120.0,72000.0,25012,25,012,Mazatlán
departamento en venta en peninsula mazatlan tipo a,4.0,3.0,239.13,23.2990346,-106.4817476,2024-09-02 12:27:21.140990,easybroker,17217360.0,72000.0,25012,25,012,Mazatlán
casa en venta estrella del mar campo de golf,4.0,5.0,399.0,23.1151015546,-106.3112640381,2024-09-02 12:27:21.140990,easybroker,12850000.0,32205.513784461156,25012,25,012,Mazatlán
casa en venta estrella del mar,4.0,3.0,315.0,23.1168382241,-106.3133239746,2024-09-02 12:27:21.140990,easybroker,11500000.0,36507.93650793651,25012,25,012,Mazatlán
venta casa col. nuevo milenio es para invertir,2.0,2.0,140.0,23.2782796,-106.3945818,2024-09-02 12:27:21.140990,easybroker,680000.0,4857.142857142857,25012,25,012,Mazatlán
departamento en venta en vista hermosa 285 con vista al mar,2.0,2.0,87.0,23.2003148991,-106.4279562285,2024-09-02 12:27:21.140990,easybroker,3825000.0,43965.51724137931,25012,25,012,Mazatlán
laguna bluu habitat,2.0,2.0,73.0,23.2873168196,-106.4412546158,2024-09-02 12:27:21.140990,easybroker,3500000.0,47945.20547945205,25012,25,012,Mazatlán
departamento amueblado en renta en mazatlan sinaloa,2.0,2.0,90.0,23.2216585,-106.4207116,2024-09-02 12:27:21.140990,easybroker,4527000.0,50300.0,25012,25,012,Mazatlán
venta casa col. juarez excelente zona de mazatlan,4.0,2.0,216.0,23.2295157382,-106.4048193922,2024-09-02 12:27:21.140990,easybroker,1475000.0,6828.703703703704,25012,25,012,Mazatlán
1991  reino de murcia,,,602.0,23.26852239,-106.4504599571,2024-09-02 12:27:21.140990,easybroker,6912669.68,11482.84,25012,25,012,Mazatlán
casas venta cerritos rancho residencial mazatlan sinaloa 2590000 anainz rg1,2.0,,85.0,23.2990776,-106.4836574,2024-09-02 12:27:21.140990,easybroker,2590000.0,30470.58823529412,25012,25,012,Mazatlán
casa en venta en sierra venados,5.0,3.0,325.0,23.249383,-106.4424424,2024-09-02 12:27:21.140990,easybroker,4950000.0,15230.76923076923,25012,25,012,Mazatlán
departamentos en venta en sabalo country amatista mazatlan sinaloa,,,56.71,23.2631137,-106.4608453,2024-09-02 12:27:21.140990,easybroker,2324528.0,40989.73725974255,25012,25,012,Mazatlán
1986 reino de murcia,,,540.0,23.2684632529,-106.4515006542,2024-09-02 12:27:21.140990,easybroker,6200733.6,11482.84,25012,25,012,Mazatlán
1988 reino de murcia,,,540.17,23.2687490822,-106.4512431622,2024-09-02 12:27:21.140990,easybroker,6202693.601999999,11482.85466056982,25012,25,012,Mazatlán
